Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2020-07-12,Only Angels Have Wings,1939,https://boxd.it/1faEC3,4,,,2020-07-11
2020-07-12,Titicut Follies,1967,https://boxd.it/1fde33,4,,,2020-07-11
2020-07-13,This Sporting Life,1963,https://boxd.it/1fhSsb,4.5,,,2020-07-12
2020-07-13,Possession,1981,https://boxd.it/1fm5f3,4.5,Yes,,2020-07-13
2020-07-14,First Cow,2019,https://boxd.it/1ft0RP,4,,,2020-07-14
2020-07-15,PlayTime,1967,https://boxd.it/1fwNbf,5,,,2020-07-14
2020-07-15,Relic,2020,https://boxd.it/1fzcZD,2.5,,,2020-07-15
2020-07-17,Gloria,1980,https://boxd.it/1fM8Sf,3.5,,,2020-07-17
2020-07-18,High School,1968,https://boxd.it/1fOTL5,4,,,2020-07-17
2020-07-18,Wagon Master,1950,https://boxd.it/1fPw1b,4,,,2020-07-17
2020-07-18,O Lucky Man!,1973,https://boxd.it/1fRMcD,4.5,,,2020-07-18
2020-07-18,Law and Order,1969,https://boxd.it/1fUO5F,4,,,2020-07-18
2020-07-19,Air Force,1943,https://boxd.it/1fYnuV,4,,,2020-07-19
2020-07-20,Pandora and the Flying Dutchman,1951,https://boxd.it/1g2iw1,4,,,2020-07-19
2020-07-20,The Public Woman,1984,https://boxd.it/1g6b01,4,,,2020-07-20
2020-07-20,Caravaggio,1986,https://boxd.it/1g9211,4,,,2020-07-20
2020-07-20,The Queen Is Dead,1986,https://boxd.it/1g92fn,3,,,2020-07-20
2020-07-21,A Streetcar Named Desire,1951,https://boxd.it/1gaCAN,4.5,,,2020-07-20
2020-07-21,Dragonwyck,1946,https://boxd.it/1gc9Jl,4,,,2020-07-21
2020-07-21,The Last Movie,1971,https://boxd.it/1gfmIr,4,,,2020-07-21
2020-07-22,Out of the Blue,1980,https://boxd.it/1ghRvx,4,,,2020-07-21
2020-07-23,Investigation of a Citizen Above Suspicion,1970,https://boxd.it/1glSWH,5,,,2020-07-22
2020-07-23,Devil in the Flesh,1947,https://boxd.it/1gohef,4,,,2020-07-23
2020-07-24,Welfare,1975,https://boxd.it/1grBVp,5,,,2020-07-23
2020-07-24,Trash Humpers,2009,https://boxd.it/1gtPgp,3.5,,,2020-07-23
2020-07-24,Julien Donkey-Boy,1999,https://boxd.it/1gujlp,4,,,2020-07-24
2020-07-25,My Darling Clementine,1946,https://boxd.it/1gzOWB,4.5,Yes,,2020-07-24
2020-07-25,Monsieur Hulot's Holiday,1953,https://boxd.it/1gAmR1,4,,,2020-07-25
2020-07-27,Trafic,1971,https://boxd.it/1gKvQ7,4,,,2020-07-26
2020-07-27,Love Streams,1984,https://boxd.it/1gOumN,4,,,2020-07-27
2020-08-03,The Illusionist,2010,https://boxd.it/1htHPv,4,,,2020-08-02
2020-08-03,Port of Shadows,1938,https://boxd.it/1hwBtz,4.5,,,2020-08-03
2020-08-04,Hospital,1970,https://boxd.it/1hCeYB,4,,,2020-08-03
2020-08-04,The Devil,1972,https://boxd.it/1hCTI5,4,,,2020-08-04
2020-08-05,Boudu Saved from Drowning,1932,https://boxd.it/1hJHeL,4,,,2020-08-05
2020-08-05,Palm Springs,2020,https://boxd.it/1hMH27,3.5,,,2020-08-05
2020-08-06,Grizzly Man,2005,https://boxd.it/1hNlEP,4,,,2020-08-05
2020-08-06,Citizens of the World,2019,https://boxd.it/1hNORX,3.5,,,2020-08-05
2020-08-06,Conviction,2018,https://boxd.it/1hPe0H,3.5,,,2020-08-05
2020-08-07,Somewhere in the Night,1946,https://boxd.it/1hVDHD,3.5,,,2020-08-07
2020-08-08,Britannia Hospital,1982,https://boxd.it/1i1rAR,4,,,2020-08-08
2020-08-09,A Day in the Country,1946,https://boxd.it/1i4Wbz,5,,,2020-08-08
2020-08-09,Four Bags Full,1956,https://boxd.it/1i8mgV,3.5,,,2020-08-09
2020-08-10,Hatari!,1962,https://boxd.it/1idH3X,4,,,2020-08-09
2020-08-12,Blue,1993,https://boxd.it/1ipWAV,4,,,2020-08-11
2020-08-12,High Life,2018,https://boxd.it/1irlYv,3.5,,,2020-08-11
2020-08-12,The Rules of the Game,1939,https://boxd.it/1ituM3,5,,,2020-08-12
2020-08-13,A Tree Grows in Brooklyn,1945,https://boxd.it/1ixXdf,4,,,2020-08-12
2020-08-13,Big Trouble,1986,https://boxd.it/1izItL,2.5,,,2020-08-13
2020-08-15,A Constant Forge,2000,https://boxd.it/1iLkeV,3,,,2020-08-15
2020-08-15,Miraculous Spiral,2016,https://boxd.it/1iOhI5,4,,,2020-08-15
2020-08-17,Cure,1997,https://boxd.it/1iVUTv,4.5,,,2020-08-16
2020-08-17,Children of Heaven,1997,https://boxd.it/1j01jR,3.5,,,2020-08-17
2020-08-18,Rubber,2010,https://boxd.it/1j4DoD,3,,,2020-08-17
2020-08-19,Children of Paradise,1945,https://boxd.it/1jaLJB,5,,,2020-08-18
2020-08-19,Pulse,2001,https://boxd.it/1jcVRp,4,,,2020-08-19
2020-08-20,Splendor in the Grass,1961,https://boxd.it/1jhCsb,5,,,2020-08-20
2020-08-21,Dark Matter,2013,https://boxd.it/1jnoHX,4,,,2020-08-20
2020-08-21,Jupiter's Moon,2017,https://boxd.it/1jol9l,3.5,,,2020-08-21
2020-08-22,White God,2014,https://boxd.it/1jtFDF,3,,,2020-08-22
2020-08-23,2001: A Space Odyssey,1968,https://boxd.it/1jypYn,5,Yes,,2020-08-22
2020-08-24,Butch Cassidy and the Sundance Kid,1969,https://boxd.it/1jGoZl,4.5,,,2020-08-23
2020-08-24,A Simple Life,2011,https://boxd.it/1jHkwh,3.5,,,2020-08-23
2020-08-25,The Whales of August,1987,https://boxd.it/1jO6QB,3.5,,,2020-08-25
2020-08-26,Gretel & Hansel,2020,https://boxd.it/1jSsgX,3.5,,,2020-08-25
2020-08-26,Tokyo Sonata,2008,https://boxd.it/1jTSAV,3.5,,,2020-08-26
2020-08-27,The Ninth Configuration,1980,https://boxd.it/1jZfAp,5,Yes,,2020-08-26
2020-08-27,Toni,1935,https://boxd.it/1k0dYL,4,,,2020-08-27
2020-08-28,The Thief and the Cobbler,1993,https://boxd.it/1k5yWB,5,,,2020-08-27
2020-08-29,The Lego Movie,2014,https://boxd.it/1kchkp,4,,,2020-08-28
2020-08-29,The Late George Apley,1947,https://boxd.it/1kdbIx,3,,,2020-08-29
2020-08-30,Hidden Away,2020,https://boxd.it/1khWub,3.5,,,2020-08-29
2020-08-30,Stalker,1979,https://boxd.it/1kjSVL,5,Yes,,2020-08-29
2020-08-31,On the Waterfront,1954,https://boxd.it/1krjMZ,4.5,,,2020-08-30
2020-09-01,A Clockwork Orange,1971,https://boxd.it/1kyIhL,5,Yes,,2020-08-31
2020-09-02,Siberia,2020,https://boxd.it/1kEXsL,3.5,,,2020-09-01
2020-09-03,Honey Cigar,2020,https://boxd.it/1kJM65,3.5,,,2020-09-02
2020-09-03,Night in Paradise,2020,https://boxd.it/1kLEop,3.5,,,2020-09-03
2020-09-03,The Human Voice,2020,https://boxd.it/1kOmBr,3.5,,,2020-09-03
2020-09-03,"Quo vadis, Aida?",2020,https://boxd.it/1kOmF9,3.5,,,2020-09-03
2020-09-03,Lovers,2020,https://boxd.it/1kOELJ,2.5,,,2020-09-03
2020-09-04,The Book of Vision,2020,https://boxd.it/1kP82f,2.5,,,2020-09-03
2020-09-04,Apples,2020,https://boxd.it/1kPFdl,3,,,2020-09-03
2020-09-04,The Disciple,2020,https://boxd.it/1kR7Eh,3,,,2020-09-04
2020-09-04,Our Father,2020,https://boxd.it/1kUr3r,2,,,2020-09-04
2020-09-05,Milestone,2020,https://boxd.it/1kUTKt,3,,,2020-09-04
2020-09-05,Pieces of a Woman,2020,https://boxd.it/1kWqfP,4,,,2020-09-04
2020-09-05,Miss Marx,2020,https://boxd.it/1l0ROv,3.5,,,2020-09-05
2020-09-06,Sportin' Life,2020,https://boxd.it/1l1juN,4,,,2020-09-05
2020-09-06,Mainstream,2020,https://boxd.it/1l2cUB,3,,,2020-09-05
2020-09-06,Sun Children,2020,https://boxd.it/1l2MRt,3.5,,,2020-09-05
2020-09-06,Mandibles,2020,https://boxd.it/1l3Uk5,3.5,,,2020-09-05
2020-09-06,The World to Come,2020,https://boxd.it/1l8lO5,3,,,2020-09-06
2020-09-07,Salvatore: Shoemaker of Dreams,2020,https://boxd.it/1l95U9,3,,,2020-09-06
2020-09-07,"Fiori, Fiori, Fiori!",2020,https://boxd.it/1l96EV,3,,,2020-09-06
2020-09-07,Never Gonna Snow Again,2020,https://boxd.it/1laEk3,3,,,2020-09-06
2020-09-07,Assandira,2020,https://boxd.it/1lfNsl,3,,,2020-09-07
2020-09-07,Dear Comrades!,2020,https://boxd.it/1lga5z,3,,,2020-09-07
2020-09-08,Omelia Contadina,2020,https://boxd.it/1lgpNh,3.5,,,2020-09-07
2020-09-08,War and Peace,2020,https://boxd.it/1lhwOt,4,,,2020-09-07
2020-09-08,Hopper/Welles,2020,https://boxd.it/1liwWf,4,,,2020-09-07
2020-09-08,Laila in Haifa,2020,https://boxd.it/1ljzt3,2,,,2020-09-07
2020-09-08,One Night in Miami...,2020,https://boxd.it/1ln1kz,3.5,,,2020-09-08
2020-09-08,Notturno,2020,https://boxd.it/1lnsej,1.5,,,2020-09-08
2020-09-09,Careless Crime,2020,https://boxd.it/1lob8Z,3,,,2020-09-08
2020-09-09,Wife of a Spy,2020,https://boxd.it/1lqudX,3.5,,,2020-09-08
2020-09-09,The Macaluso Sisters,2020,https://boxd.it/1ltKrd,1.5,,,2020-09-09
2020-09-10,City Hall,2020,https://boxd.it/1luYtf,4.5,,,2020-09-09
2020-09-10,Samp,2020,https://boxd.it/1lzsNx,4,,,2020-09-10
2020-09-11,New Order,2020,https://boxd.it/1lzSxl,3.5,,,2020-09-10
2020-09-11,And Tomorrow the Entire World,2020,https://boxd.it/1lAwej,2.5,,,2020-09-10
2020-09-11,In Between Dying,2020,https://boxd.it/1lBfBR,4,,,2020-09-10
2020-09-11,Nomadland,2020,https://boxd.it/1lF7kV,2.5,,,2020-09-11
2020-09-12,Genus Pan,2020,https://boxd.it/1lFMRL,4,,,2020-09-11
2020-09-12,Saint-Narcisse,2020,https://boxd.it/1lGqDz,3.5,,,2020-09-11
2020-09-12,In Between Dying,2020,https://boxd.it/1lLlDf,4,Yes,,2020-09-12
2020-09-13,The Predators,2020,https://boxd.it/1lM865,3,,,2020-09-12
2020-09-15,I'm Thinking of Ending Things,2020,https://boxd.it/1m30RB,3.5,,,2020-09-14
2020-09-16,Inherent Venice,2020,https://boxd.it/1m6K39,4,,,2020-09-15
2020-09-16,La Chienne,1931,https://boxd.it/1m8TY3,4.5,,,2020-09-15
2020-09-16,The Wasteland,2020,https://boxd.it/1m9BGn,3,,,2020-09-16
2020-09-17,Panic in the Streets,1950,https://boxd.it/1meCsh,4,,,2020-09-16
2020-09-18,Bad Lieutenant,1992,https://boxd.it/1mk3x9,4,,,2020-09-17
2020-09-18,The Devil All the Time,2020,https://boxd.it/1mkTL3,2.5,,,2020-09-18
2020-09-19,Juvenile Court,1973,https://boxd.it/1mqH0L,4,,,2020-09-19
2020-09-20,Just Don't Think I'll Scream,2019,https://boxd.it/1mw0Nx,3.5,,,2020-09-19
2020-09-20,The Crime of Monsieur Lange,1936,https://boxd.it/1mxc9h,4,,,2020-09-19
2020-09-21,Yellow Cat,2020,https://boxd.it/1mD0LP,3.5,,,2020-09-20
2020-09-21,The House of Love,2020,https://boxd.it/1mDDOX,3,,,2020-09-20
2020-09-21,Divinely Evil,2020,https://boxd.it/1mEyvt,3.5,,,2020-09-20
2020-09-22,The Childhood of a Leader,2015,https://boxd.it/1mKQAt,4,Yes,,2020-09-21
2020-09-22,The Driller Killer,1979,https://boxd.it/1mLFbp,3.5,,,2020-09-22
2020-09-23,America America,1963,https://boxd.it/1mQVFF,4.5,,,2020-09-22
2020-09-24,Phoenix,2014,https://boxd.it/1mXnfR,4,,,2020-09-24
2020-09-25,Deaf,1986,https://boxd.it/1n2u4V,4,,,2020-09-24
2020-09-26,Grand Illusion,1937,https://boxd.it/1n7t4P,5,,,2020-09-25
2020-09-26,The Lower Depths,1936,https://boxd.it/1n8nI7,4,,,2020-09-26
2020-09-27,Lawrence of Arabia,1962,https://boxd.it/1neYRn,4.5,,,2020-09-27
2020-09-28,Tenet,2020,https://boxd.it/1nkz5Z,2.5,Yes,,2020-09-27
2020-09-30,Extraordinary Stories,2008,https://boxd.it/1nz91R,4.5,,,2020-09-30
2020-10-01,Fear City,1984,https://boxd.it/1nDPoB,3.5,,,2020-10-01
2020-10-02,The Addiction,1995,https://boxd.it/1nJ9YJ,4.5,,,2020-10-01
2020-10-02,Ms .45,1981,https://boxd.it/1nJFZz,4,,,2020-10-02
2020-10-03,East of Eden,1955,https://boxd.it/1nPn2r,4.5,,,2020-10-02
2020-10-03,Escape,1948,https://boxd.it/1nPUCR,3.5,,,2020-10-03
2020-10-04,Only Yesterday,1991,https://boxd.it/1nWRjB,4.5,,,2020-10-03
2020-10-04,Primate,1974,https://boxd.it/1nXTxn,4,,,2020-10-04
2020-10-05,Le Jour Se Lève,1939,https://boxd.it/1o58xL,4,,,2020-10-04
2020-10-05,Wittgenstein,1993,https://boxd.it/1o5QW1,3.5,,,2020-10-05
2020-10-06,The Gates of Paris,1957,https://boxd.it/1ocCBx,3.5,,,2020-10-05
2020-10-07,China Girl,1987,https://boxd.it/1oiIjr,3.5,,,2020-10-06
2020-10-08,Hubie Halloween,2020,https://boxd.it/1op8Np,3,,,2020-10-08
2020-10-09,The River,1951,https://boxd.it/1ovmEX,4,,,2020-10-09
2020-10-10,Canal Zone,1977,https://boxd.it/1oBQNR,4,,,2020-10-10
2020-10-11,Mother and Son,2019,https://boxd.it/1oJ4mf,3.5,,,2020-10-11
2020-10-15,Nocturne,2020,https://boxd.it/1p9II3,2,,,2020-10-15
2020-10-16,Neon Genesis Evangelion,1995,https://boxd.it/1pehED,2.5,,,2020-10-15
2020-10-17,Neon Genesis Evangelion: The End of Evangelion,1997,https://boxd.it/1pkzKL,3,,,2020-10-16
2020-10-18,Pather Panchali,1955,https://boxd.it/1pskGP,5,,,2020-10-17
2020-10-19,Aparajito,1956,https://boxd.it/1pAuM5,5,,,2020-10-18
2020-10-20,The World of Apu,1959,https://boxd.it/1pI47r,5,,,2020-10-20
2020-10-21,Le Eumenidi,2020,https://boxd.it/1pNbTn,3.5,,,2020-10-20
2020-10-21,Shithouse,2020,https://boxd.it/1pO5l7,2.5,,,2020-10-21
2020-10-22,Stop Making Sense,1984,https://boxd.it/1pTtGN,4,,,2020-10-21
2020-10-22,King of New York,1990,https://boxd.it/1pUb4t,4,,,2020-10-22
2020-10-23,David Byrne's American Utopia,2020,https://boxd.it/1q0iHf,3.5,,,2020-10-23
2020-10-24,Fireball: Visitors From Darker Worlds,2020,https://boxd.it/1q6aQ1,4.5,,,2020-10-23
2020-10-24,On the Rocks,2020,https://boxd.it/1q7aVH,3,,,2020-10-24
2020-10-25,The Trial of the Chicago 7,2020,https://boxd.it/1qeDij,2.5,,,2020-10-24
2020-10-25,Showgirls,1995,https://boxd.it/1qghAT,3.5,,,2020-10-25
2020-10-26,Basic Training,1971,https://boxd.it/1qovRl,4,,,2020-10-25
2020-10-27,My Neighbors the Yamadas,1999,https://boxd.it/1qvCAZ,4,,,2020-10-26
2020-10-27,Mad Love,1985,https://boxd.it/1qww8n,4,,,2020-10-27
2020-10-28,Boomerang!,1947,https://boxd.it/1qDsF7,4,,,2020-10-27
2020-10-28,Famo$o,2020,https://boxd.it/1qE7Kn,2,,,2020-10-28
2020-10-29,The SuperVips,1968,https://boxd.it/1qJSph,4,,,2020-10-29
2020-10-30,Body Snatchers,1993,https://boxd.it/1qRCHv,3.5,,,2020-10-30
2020-11-01,Ringu,1998,https://boxd.it/1r4MeT,4,,,2020-10-31
2020-11-01,Antfarm Dickhole,2011,https://boxd.it/1r6leh,3,,,2020-11-01
2020-11-02,West and Soda,1965,https://boxd.it/1rfAM7,4,,,2020-11-02
2020-11-02,Cobra Verde,1987,https://boxd.it/1rgwGB,3.5,,,2020-11-02
2020-11-03,On the Silver Globe,1988,https://boxd.it/1rnDm3,5,,,2020-11-03
2020-11-05,La Marseillaise,1938,https://boxd.it/1rySJX,4,,,2020-11-05
2020-11-07,Essene,1972,https://boxd.it/1rK6VF,3.5,,,2020-11-07
2020-11-08,DAU. Natasha,2020,https://boxd.it/1rQG8h,3.5,,,2020-11-08
2020-11-09,We Are Who We Are,2020,https://boxd.it/1rWvP7,4,,,2020-11-08
2020-11-09,The SpongeBob Movie: Sponge on the Run,2020,https://boxd.it/1rXcoX,3,,,2020-11-09
2020-11-10,Anna,1975,https://boxd.it/1s42Hp,4.5,,,2020-11-10
2020-11-11,Allegro Non Troppo,1976,https://boxd.it/1s8BlB,4.5,,,2020-11-10
2020-11-11,The External World,2010,https://boxd.it/1s90b7,3.5,,,2020-11-11
2020-11-12,Reality,2012,https://boxd.it/1segMt,4,Yes,,2020-11-11
2020-11-12,Dangerous Game,1993,https://boxd.it/1sfaEv,4,,,2020-11-12
2020-11-13,Multiple Maniacs,1970,https://boxd.it/1sjXWL,4.5,Yes,,2020-11-12
2020-11-13,The Legend of Kaspar Hauser,2012,https://boxd.it/1sl117,3.5,,,2020-11-13
2020-11-16,Once Upon a Time in China,1991,https://boxd.it/1sBbvD,4,,,2020-11-14
2020-11-17,DAU. Degeneration,2020,https://boxd.it/1sKSJL,4,,,2020-11-17
2020-11-18,My Nights Are More Beautiful Than Your Days,1989,https://boxd.it/1sQCST,3.5,,,2020-11-18
2020-11-19,My Name Is Francesco Totti,2020,https://boxd.it/1sVBjj,3.5,,,2020-11-18
2020-11-19,La Bête Humaine,1938,https://boxd.it/1sW7uD,4,,,2020-11-19
2020-11-20,Gentleman's Agreement,1947,https://boxd.it/1t1MVl,3.5,,,2020-11-20
2020-11-20,Quick Billy,1971,https://boxd.it/1t2a9F,3.5,,,2020-11-20
2020-11-21,Star 80,1983,https://boxd.it/1t7Cx1,3.5,,,2020-11-21
2020-11-22,The Wolf of Snow Hollow,2020,https://boxd.it/1teFjF,2,,,2020-11-22
2020-11-22,Viy,1967,https://boxd.it/1tfEXh,3.5,,,2020-11-22
2020-11-22,The New Mutants,2020,https://boxd.it/1tgqsL,1.5,,,2020-11-22
2020-11-24,DAU. Nora Mother,2020,https://boxd.it/1ttuHV,3.5,,,2020-11-24
2020-11-26,The Conformist,1970,https://boxd.it/1tEJ0T,5,Yes,,2020-11-25
2020-11-26,Touch of Evil,1958,https://boxd.it/1tFLhf,4.5,Yes,,2020-11-26
2020-11-27,The Act of Killing,2012,https://boxd.it/1tLeqF,5,Yes,,2020-11-26
2020-11-28,A Face in the Crowd,1957,https://boxd.it/1tT9hp,4,,,2020-11-28
2020-11-29,Moon,2009,https://boxd.it/1u06Wj,4,Yes,,2020-11-28
2020-11-29,DAU. Three Days,2020,https://boxd.it/1u0Zqn,4,,,2020-11-29
2020-11-30,Don't Be Bad,2015,https://boxd.it/1u9aKJ,4,Yes,,2020-11-29
2020-11-30,Boris Godounov,1989,https://boxd.it/1u9Wwl,4,,,2020-11-30
2020-12-01,Viva Zapata!,1952,https://boxd.it/1ugjVP,4,,,2020-11-30
2020-12-01,The Funeral,1996,https://boxd.it/1uhb8H,4.5,,,2020-12-01
2020-12-02,Sexy Beast,2000,https://boxd.it/1un6bt,3.5,,,2020-12-01
2020-12-03,Tristana,1970,https://boxd.it/1usFsT,4,,,2020-12-02
2020-12-03,The Nightmare,2015,https://boxd.it/1utmqh,3.5,,,2020-12-03
2020-12-04,Burn!,1969,https://boxd.it/1uyHXr,4,,,2020-12-03
2020-12-05,Baby Doll,1956,https://boxd.it/1uFcHh,4,,,2020-12-04
2020-12-05,Mank,2020,https://boxd.it/1uG7x9,4,,,2020-12-05
2020-12-07,The Great Escape,1963,https://boxd.it/1uW0fT,4,,,2020-12-06
2020-12-07,Black Bear,2020,https://boxd.it/1uXj5F,2,,,2020-12-07
2020-12-08,Zappa,2020,https://boxd.it/1v3zgB,2.5,,,2020-12-07
2020-12-08,Meat,1976,https://boxd.it/1v4C8n,3.5,,,2020-12-08
2020-12-09,Spider-Man: Into the Spider-Verse,2018,https://boxd.it/1va68n,4.5,Yes,,2020-12-08
2020-12-09,F for Fake,1973,https://boxd.it/1vb3Uv,4.5,,,2020-12-09
2020-12-10,My Lucky Stars,1985,https://boxd.it/1vgomf,2.5,,,2020-12-09
2020-12-11,Jubilee,1978,https://boxd.it/1vm9yR,3.5,,,2020-12-10
2020-12-12,Malmkrog,2020,https://boxd.it/1vsNtp,4,,,2020-12-12
2020-12-13,Phantom Thread,2017,https://boxd.it/1vyZiv,5,Yes,,2020-12-12
2020-12-14,Once Upon a Time in China II,1992,https://boxd.it/1vHzB5,4,,,2020-12-13
2020-12-15,Body Double,1984,https://boxd.it/1vOUPL,4,Yes,,2020-12-14
2020-12-16,Wolfwalkers,2020,https://boxd.it/1vVSJP,4,,,2020-12-16
2020-12-17,Rose Island,2020,https://boxd.it/1w0os5,2.5,,,2020-12-16
2020-12-18,Another Round,2020,https://boxd.it/1w5uBR,2.5,,,2020-12-17
2020-12-18,Let Them All Talk,2020,https://boxd.it/1w8orn,2.5,,,2020-12-18
2020-12-19,The Blue Note,1991,https://boxd.it/1weW5R,2.5,,,2020-12-19
2020-12-20,DAU. Brave People,2020,https://boxd.it/1wmYm7,3.5,,,2020-12-20
2020-12-21,Wild River,1960,https://boxd.it/1wuakL,4,,,2020-12-20
2020-12-21,The Blackout,1997,https://boxd.it/1wvlwP,3.5,,,2020-12-21
2020-12-22,The Woman Who Ran,2020,https://boxd.it/1wCWkb,3.5,,,2020-12-22
2020-12-23,Illusion,2020,https://boxd.it/1wIQgp,3.5,,,2020-12-22
2020-12-23,Lovers Rock,2020,https://boxd.it/1wK1Zn,3,,,2020-12-22
2020-12-23,House of Strangers,1949,https://boxd.it/1wLaQV,4,,,2020-12-23
2020-12-24,Mangrove,2020,https://boxd.it/1wSeXv,4,,,2020-12-23
2020-12-24,The Midnight Sky,2020,https://boxd.it/1wTcz9,3,,,2020-12-24
2020-12-25,DuckTales: The Movie - Treasure of the Lost Lamp,1990,https://boxd.it/1wZEV5,3,,,2020-12-24
2020-12-25,Tokyo Godfathers,2003,https://boxd.it/1x0MEt,4,,,2020-12-24
2020-12-26,Soul,2020,https://boxd.it/1x9LRT,3.5,,,2020-12-25
2020-12-26,The Metamorphosis of Birds,2020,https://boxd.it/1xc9Xl,3.5,,,2020-12-26
2020-12-27,"Red, White and Blue",2020,https://boxd.it/1xlvXl,3,,,2020-12-26
2020-12-27,The Salt of Tears,2020,https://boxd.it/1xmSDP,3.5,,,2020-12-27
2020-12-28,Allied,2016,https://boxd.it/1xydrn,4,Yes,,2020-12-27
2020-12-28,Szamanka,1996,https://boxd.it/1xA6Gf,3.5,,,2020-12-28
2020-12-29,DAU. String Theory,2020,https://boxd.it/1xLIGz,3.5,,,2020-12-29
2020-12-30,A Hidden Life,2019,https://boxd.it/1xULtB,4,,,2020-12-30
2020-12-31,Top 1000 (2021 Edition),2020,,4,,,2020-12-31
2021-01-01,Amadeus,1984,https://boxd.it/1yf589,5,Yes,,2020-12-31
2021-01-02,The Triplets of Belleville,2003,https://boxd.it/1yp0eL,4,,,2021-01-01
2021-01-02,The Southerner,1945,https://boxd.it/1yspmB,4,,,2021-01-02
2021-01-03,The Arrangement,1969,https://boxd.it/1yEhC1,4,,,2021-01-02
2021-01-03,DAU. Nikita Tanya,2020,https://boxd.it/1yG42N,3.5,,,2021-01-03
2021-01-04,Fidelity,2000,https://boxd.it/1yU4r7,3.5,,,2021-01-04
2021-01-05,Knife in the Water,1962,https://boxd.it/1z3qxT,4,,,2021-01-04
2021-01-06,The Visitors,1972,https://boxd.it/1zcE2j,3.5,,,2021-01-05
2021-01-06,Poetical Refugee,2000,https://boxd.it/1zeoC5,3.5,,,2021-01-06
2021-01-07,The Last Tycoon,1976,https://boxd.it/1zm9Qn,4,,,2021-01-06
2021-01-09,Japón,2002,https://boxd.it/1zC8vF,4,,,2021-01-08
2021-01-09,DAU. Katya Tanya,2020,https://boxd.it/1zDwBJ,3.5,,,2021-01-09
2021-01-11,The Last of England,1987,https://boxd.it/1zVJlb,3.5,,,2021-01-10
2021-01-11,Battle in Heaven,2005,https://boxd.it/1zXnGb,3,,,2021-01-10
2021-01-13,Minari,2020,https://boxd.it/1AeF2n,3,,,2021-01-12
2021-01-13,Yojimbo,1961,https://boxd.it/1Ah7xd,4.5,,,2021-01-13
2021-01-14,The Muppets,2011,https://boxd.it/1Asiwx,4,,,2021-01-14
2021-01-15,Silent Light,2007,https://boxd.it/1AAhQ3,4,,,2021-01-14
2021-01-15,New Rose Hotel,1998,https://boxd.it/1ABBy1,4,,,2021-01-15
2021-01-16,Badlands,1973,https://boxd.it/1AJ81D,4.5,,,2021-01-15
2021-01-16,Scream of Stone,1991,https://boxd.it/1AP5W9,3,,,2021-01-16
2021-01-17,Pusher,1996,https://boxd.it/1AWh9n,3.5,,,2021-01-17
2021-01-18,Bleeder,1999,https://boxd.it/1B6OSv,3.5,,,2021-01-18
2021-01-19,Edward II,1991,https://boxd.it/1BfXkb,4,,,2021-01-18
2021-01-19,A Crackup at the Race Riots,2016,https://boxd.it/1Bh867,3.5,,,2021-01-19
2021-01-20,Our Lady of the Turks,1968,https://boxd.it/1BqbzT,5,,,2021-01-20
2021-01-21,DAU. New Man,2020,https://boxd.it/1Byl4H,3.5,,,2021-01-21
2021-01-22,A Letter to Elia,2010,https://boxd.it/1BEGSF,3.5,,,2021-01-21
2021-01-23,Post Tenebras Lux,2012,https://boxd.it/1BMpbP,4,,,2021-01-22
2021-01-23,Anatomy of a Murder,1959,https://boxd.it/1BO9UX,5,,,2021-01-23
2021-01-25,Pretend It's a City,2021,https://boxd.it/1C5edN,3.5,,,2021-01-24
2021-01-26,Pusher II: With Blood on My Hands,2004,https://boxd.it/1ChLfh,3.5,,,2021-01-26
2021-01-27,Repulsion,1965,https://boxd.it/1CpNqd,4,,,2021-01-27
2021-01-28,Days of Heaven,1978,https://boxd.it/1Cwsw9,4,,,2021-01-27
2021-01-28,Promising Young Woman,2020,https://boxd.it/1Cxy5Z,3,,,2021-01-28
2021-01-29,Flight to Fury,1964,https://boxd.it/1CEakF,3.5,,,2021-01-29
2021-01-30,Fear X,2003,https://boxd.it/1CK0Qt,4,,,2021-01-29
2021-01-30,To Die For,1995,https://boxd.it/1CLbqj,4,,,2021-01-29
2021-01-31,Model,1981,https://boxd.it/1CVmvp,3.5,,,2021-01-31
2021-01-31,Salomé,1972,https://boxd.it/1CWhEt,4.5,,,2021-01-31
2021-02-01,Public Speaking,2010,https://boxd.it/1D6xlH,3,,,2021-01-31
2021-02-01,Liza with a Z,1972,https://boxd.it/1D7u9P,3,,,2021-02-01
2021-02-02,Pusher III,2005,https://boxd.it/1DhA3X,4,,,2021-02-02
2021-02-03,The Diary of a Chambermaid,1946,https://boxd.it/1DoV0f,3.5,,,2021-02-02
2021-02-03,Sound of Metal,2019,https://boxd.it/1Dq1I5,3,,,2021-02-03
2021-02-04,Laura,1944,https://boxd.it/1DwFi9,5,,,2021-02-03
2021-02-06,Malcolm & Marie,2021,https://boxd.it/1DMsWH,2.5,,,2021-02-05
2021-02-07,Rifkin's Festival,2020,https://boxd.it/1DWdyP,3.5,,,2021-02-06
2021-02-08,Two-Lane Blacktop,1971,https://boxd.it/1E7ESz,4.5,,,2021-02-08
2021-02-09,Something Organic,1998,https://boxd.it/1EfEeP,3,,,2021-02-08
2021-02-12,The Shooting,1966,https://boxd.it/1EBJAZ,5,,,2021-02-11
